session,sales,duration,clicks,items,buy
26,0,203.828,4,4,0
154,0,365.898,5,4,0
282,0,20.768,2,2,0
538,0,94.479,2,2,0
666,0,19.237,2,2,0
794,0,249.021,5,5,0
922,0,58.64,3,2,0
1178,0,350.82,3,3,0
1306,0,134.295,2,2,0
1434,0,10.966,2,1,1
1562,0,344.193,5,2,1
1818,0,0.0,1,1,0
1946,0,247.862,4,4,0
2074,0,443.967,4,4,0
2202,0,422.968,4,3,0
2458,0,13.477,3,1,1
2586,0,12.222,2,1,0
2714,0,191.951,2,1,1
2842,0,22.519,3,2,0
3098,0,260.049,5,3,0
3226,0,88.268,2,2,0
3354,0,203.011,4,2,0
3482,0,243.758,5,4,0
3738,0,172.368,2,1,0
3866,0,318.675,14,3,0
3994,0,248.237,3,1,0
4122,0,63.605,2,1,0
4378,0,8.501,3,1,0
4506,0,210.439,3,2,0
4634,0,715.679,7,4,0
4762,0,217.154,3,1,0
5018,0,154.531,2,2,0
5146,0,673.665,7,6,0
5274,0,1056.622,11,10,1
5402,0,78.041,3,3,0
5658,0,81.447,2,2,0
5786,0,1780.074,6,6,0
5914,0,671.035,6,4,0
6042,0,119.208,4,4,0
6298,0,3111.056,2,1,0
6426,0,233.435,4,1,0
6554,0,108.406,2,2,0
6682,0,550.916,6,6,0
6938,0,725.304,3,3,0
7066,0,157.773,2,1,0
7194,0,33.885,2,2,0
7322,0,957.62,6,3,0
7578,0,83.167,2,2,0
7706,0,41.875,2,2,0
7834,0,33.816,3,2,0
7962,0,73.147,6,4,0
8218,0,2.081,2,1,0
8346,0,200.431,2,2,0
8474,0,0.0,1,1,0
8602,0,0.0,1,1,0
8858,0,965.402,4,3,0
8986,0,936.864,7,3,0
9114,0,578.349,5,5,0
9242,0,72.718,3,3,0
9498,0,3139.182,9,5,0
9626,0,100.96,3,3,0
9754,0,1425.236,8,7,0
9882,0,446.674,5,5,0
10138,0,424.414,3,2,0
10266,0,201.861,5,4,0
10394,0,765.554,2,2,1
10522,0,165.922,2,2,0
10778,0,153.652,2,2,0
10906,0,421.191,3,1,1
11034,0,60.021,2,2,0
11162,0,108.075,5,5,0
11418,0,64.684,3,3,0
11546,0,971.656,4,3,0
11674,0,134.393,2,2,0
11802,0,9.873,2,1,1
12058,0,707.854,8,7,0
12186,0,141.17,2,2,0
12314,0,463.652,3,3,0
12442,0,521.425,3,3,0
12698,0,80.094,2,2,0
12826,0,1.9,2,1,0
12954,0,32.986,2,2,0
13082,0,2798.551,5,3,0
13338,0,1131.199,10,8,0
13466,0,631.8,5,5,0
13594,0,307.765,5,3,0
13722,0,99.13,2,2,0
13978,0,0.0,1,1,0
14106,0,214.588,6,5,0
14234,0,499.493,5,4,0
14362,0,32.867,2,2,0
14618,0,40.371,2,1,0
14746,0,1417.223,3,3,0
14874,0,121.191,2,2,0
15002,0,25.091,2,1,0
15258,0,82.813,3,3,0
15386,0,195.15,2,2,0
15514,0,78.755,2,2,0
15642,0,63.033,3,2,0
15898,0,2913.617,3,1,0
16026,0,41.272,4,3,0
16154,0,226.276,2,1,0
16282,0,1964.937,9,8,0
16538,0,256.704,3,3,0
16666,0,120.803,3,2,0
16794,0,1552.438,5,5,0
16922,0,209.365,6,2,0
17178,0,666.063,9,6,0
17306,0,122.088,4,3,0
17434,0,472.961,3,3,0
17562,0,3106.526,2,1,0
17818,0,68.796,2,2,0
17946,0,47.933,2,2,0
18074,0,303.085,2,2,0
18202,0,654.641,12,6,0
18458,0,0.0,1,1,0
18586,0,22.443,2,2,0
18714,0,164.716,3,2,1
18842,0,543.771,2,2,0
19098,0,1089.916,4,4,0
19226,0,678.036,5,4,0
19354,0,34.121,2,2,0
19482,0,299.211,3,3,0
19738,0,263.863,4,3,0
19866,0,5183.638,9,3,0
19994,0,2261.252,2,1,0
20122,0,58.742,2,2,0
20378,0,766.23,3,3,0
20506,0,311.124,3,3,0
20634,0,545.612,3,3,0
20762,0,0.0,1,1,0
21018,0,0.0,1,1,0
21146,0,266.446,3,2,0
21274,0,1081.653,3,3,0
21402,0,255.351,7,4,0
21658,0,0.0,1,1,0
21786,0,116.657,5,4,0
21914,0,281.826,7,7,0
22042,0,84.821,3,3,0
22298,0,35.645,2,2,0
22426,0,4.936,2,2,0
22554,0,45.912,2,2,0
22682,0,357.769,9,8,0
22938,0,109.974,3,3,0
23066,0,61.257,2,2,0
23194,0,263.319,2,2,0
23322,0,1263.173,3,2,0
23578,0,20.997,2,2,0
23706,0,1318.235,2,2,0
23834,0,265.25,8,6,0
23962,0,236.717,4,1,0
24218,0,261.284,4,3,0
24346,0,267.389,3,1,0
24474,0,71.695,3,3,0
24602,0,251.096,4,4,0
24858,0,55.459,3,3,0
24986,0,931.465,3,2,0
25114,0,633.181,3,3,0
25242,0,88.788,2,2,0
25498,0,152.839,8,4,0
25626,0,99.945,5,2,0
25754,0,376.784,5,5,0
25882,0,100.76,2,2,0
26138,0,470.962,2,1,0
26266,0,443.742,4,3,0
26394,0,336.192,5,5,0
26522,0,451.784,7,3,0
26778,0,9.379,2,1,0
26906,0,277.097,6,5,0
27034,0,191.598,4,3,0
27162,0,308.406,4,2,0
27418,0,235.359,2,2,0
27546,0,71.045,3,3,0
27674,0,46.296,2,2,0
27802,0,1088.499,5,5,0
28058,0,399.795,4,4,0
28186,0,566.176,11,8,1
28314,0,128.963,4,4,0
28442,0,114.839,4,4,0
28698,0,0.0,1,1,0
28826,0,408.943,13,13,0
28954,0,0.0,1,1,0
29082,0,266.653,2,1,0
29338,0,212.236,3,3,0
29466,0,265.979,2,2,0
29594,0,206.493,4,4,0
29722,0,0.0,1,1,0
29978,0,98.456,2,2,0
30106,0,116.617,2,2,0
30234,0,21.336,2,1,0
30362,0,1333.82,9,3,0
30618,0,1897.935,5,2,0
30746,0,403.786,4,3,0
30874,0,333.289,2,1,1
31002,0,43.495,2,2,0
31258,0,0.0,1,1,0
31386,0,324.13,5,5,0
31514,0,133.094,2,2,0
31642,0,28.602,2,2,0
31898,0,171.923,2,2,0
32026,0,739.262,9,4,0
32154,0,201.59,2,2,0
32282,0,240.624,3,3,0
32538,0,244.055,3,3,0
32666,0,14.101,2,2,0
32794,0,503.374,4,4,0
32922,0,15.357,2,2,0
33178,0,135.364,4,2,0
33306,0,214.303,7,3,1
33434,0,1824.292,6,6,0
33562,0,1024.477,10,8,0
33818,0,3734.474,12,2,1
33946,0,61.511,2,2,0
34074,0,1035.754,9,8,0
34202,0,6.818,2,1,0
34458,0,1090.897,7,6,0
34586,0,0.004,2,1,0
34714,0,206.92,4,2,0
34842,0,1735.782,7,5,0
35098,0,39.042,3,3,0
35226,0,257.006,10,4,0
35354,0,80.464,2,2,0
35482,0,248.41,7,4,0
35738,0,463.605,7,3,0
35866,0,1005.926,8,7,0
35994,0,221.237,4,2,0
36122,0,1758.943,30,14,0
36378,0,21.316,2,1,0
36506,0,0.141,2,1,0
36634,0,960.383,3,3,0
36762,0,2.249,2,1,0
37018,0,250.613,3,3,0
37146,0,190.013,3,3,0
37274,0,691.476,3,2,0
37402,0,377.366,2,2,0
37658,0,58.081,2,2,0
37786,0,16.149,2,2,0
37914,0,217.434,4,4,0
38042,0,21.692,6,6,0
38298,0,1121.135,4,3,0
38426,0,57.139,3,3,0
38554,0,0.731,2,1,0
38682,0,90.622,2,1,0
38938,0,394.016,3,3,0
39066,0,46.052,2,2,0
39194,0,30.346,2,2,0
39322,0,449.322,7,5,0
39578,0,125.464,2,1,0
39706,0,2673.9,3,3,0
39834,0,2037.023,5,3,0
39962,0,641.224,3,1,0
40218,0,329.149,2,2,0
40346,0,755.442,6,5,0
40474,0,36.968,2,2,0
40602,0,70.874,6,6,0
40858,0,159.081,2,1,0
40986,0,276.319,4,3,0
41114,0,2761.697,10,7,0
41242,0,81.297,2,2,0
41498,0,610.459,2,2,0
41626,0,72.302,2,1,1
41754,0,1494.743,3,3,0
41882,0,206.733,4,4,0
42138,0,109.075,3,3,0
42266,0,147.985,2,2,0
42394,0,869.949,3,1,0
42522,0,145.108,3,2,0
42778,0,343.928,2,2,0
42906,0,18.962,2,2,0
43034,0,125.505,4,4,0
43162,0,3505.602,4,4,0
43418,0,2103.747,18,10,1
43546,0,37.103,4,3,0
43674,0,694.314,4,3,1
43802,0,81.914,2,2,0
44058,0,0.0,1,1,0
44186,0,21.46,3,1,0
44314,0,14.463,3,1,1
44442,0,25.44,2,2,0
44698,0,56.644,2,2,0
44826,0,1006.639,6,3,0
44954,0,1.226,2,1,0
45082,0,3.864,2,1,0
45338,0,9.198,2,1,1
45466,0,0.0,1,1,0
45594,0,99.795,5,3,0
45722,0,119.891,3,3,0
45978,0,0.0,1,1,0
46106,0,59.015,3,2,0
46234,0,247.705,3,2,0
46362,0,121.054,2,2,0
46618,0,1612.813,3,3,0
46746,0,116.324,3,3,0
46874,0,0.0,1,1,0
47002,0,545.967,2,2,0
47258,0,441.316,2,1,0
47386,0,19.297,2,2,0
47514,0,232.537,2,2,0
47642,0,100.593,2,2,0
47898,0,87.98,2,1,0
48026,0,664.928,5,5,0
48154,0,12.242,2,2,0
48282,0,1772.396,8,4,0
48538,0,190.851,3,3,0
48666,0,79.614,3,3,0
48794,0,26.742,2,2,0
48922,0,32.836,2,2,0
49178,0,400.751,4,4,0
49306,0,199.08,4,4,0
49434,0,25.798,2,2,0
49562,0,127.173,4,4,0
49818,0,85.526,7,7,0
49946,0,373.425,5,5,0
50074,0,0.0,1,1,0
50202,0,257.452,8,8,0
50458,0,701.917,3,2,0
50586,0,298.152,3,3,0
50714,0,73.955,2,1,0
50842,0,234.989,4,4,0
51098,0,55.923,6,1,1
51226,0,1069.976,7,7,0
51354,0,54.117,3,3,0
51482,0,54.733,3,2,0
51738,0,31.933,2,2,0
51866,0,181.073,3,2,0
51994,0,2887.541,6,6,0
52122,0,143.818,2,2,0
52378,0,424.726,2,2,0
52506,0,403.709,6,3,0
52634,0,711.356,12,12,0
52762,0,1626.511,10,6,1
53018,0,307.124,8,6,0
53146,0,378.536,3,2,0
53274,0,0.0,1,1,0
53402,0,138.142,2,2,0
53658,0,863.474,6,6,0
53786,0,70.158,2,2,0
53914,0,145.713,6,4,0
54042,0,0.0,1,1,0
54298,0,456.974,2,1,0
54426,0,900.963,16,11,1
54554,0,1989.161,2,2,0
54682,0,534.819,3,2,0
54938,0,350.937,4,2,0
55066,0,345.687,3,2,0
55194,0,2.293,2,1,0
55322,0,0.072,3,1,0
55578,0,314.939,4,4,0
55706,0,0.0,1,1,0
55834,0,0.0,1,1,0
55962,0,1645.106,3,2,0
56218,0,284.526,3,3,0
56346,0,581.099,2,2,0
56474,0,914.554,3,1,0
56602,0,153.901,2,2,0
56858,0,87.829,2,2,0
56986,0,205.379,4,4,0
57114,0,235.046,2,2,0
57242,0,41.999,2,2,0
57498,0,166.845,2,2,0
57626,0,2228.912,9,7,0
57754,0,0.008,2,2,0
57882,0,316.399,2,2,0
58138,0,0.0,1,1,0
58266,0,1633.971,10,6,1
58394,0,293.561,4,4,0
58522,0,87.971,2,2,0
58778,0,4090.198,7,2,0
58906,0,5062.898,8,8,0
59034,0,24.078,2,2,0
59162,0,46.907,2,2,0
59418,0,574.983,9,4,0
59546,0,125.769,5,4,0
59674,0,37.446,2,2,0
59802,0,233.205,5,4,0
60058,0,458.569,9,4,0
60186,0,55.615,3,2,0
60314,0,143.844,6,2,0
60442,0,48.561,3,2,0
60698,0,1564.94,11,6,0
60826,0,1.208,2,1,0
60954,0,55.664,5,3,1
61082,0,91.936,2,2,0
61338,0,0.0,1,1,0
61466,0,120.024,2,2,0
61594,0,112.665,2,2,0
61722,0,53.484,2,2,0
61978,0,2017.651,4,4,0
62106,0,314.474,7,2,0
62234,0,48.395,2,2,0
62362,0,117.09,2,2,0
62618,0,52.598,2,2,0
62746,0,152.473,4,4,0
62874,0,312.299,2,2,0
63002,0,1.117,2,1,0
63258,0,86.215,3,3,0
63386,0,65.669,4,2,0
63514,0,36.811,2,1,0
63642,0,40.829,2,2,0
63898,0,89.118,2,1,1
64026,0,206.603,8,8,0
64154,0,137.457,2,1,0
64282,0,8449.228,16,6,0
64538,0,726.629,24,12,0
64666,0,390.913,8,5,0
64794,0,53.556,2,2,0
64922,0,200.134,10,4,0
65178,0,58.152,2,2,0
65306,0,0.0,1,1,0
65434,0,0.0,1,1,0
65562,0,2807.013,20,9,0
65818,0,149.833,5,5,0
65946,0,444.159,6,2,0
66074,0,0.347,2,1,0
66202,0,14.05,2,2,0
66458,0,646.194,16,8,0
66586,0,0.0,1,1,0
66714,0,50.912,2,2,0
66842,0,91.724,2,2,0
67098,0,1.022,2,1,0
67226,0,95.941,2,2,0
67354,0,86.583,2,2,0
67482,0,135.76,3,3,0
67738,0,705.676,2,1,0
67866,0,1141.446,5,2,0
67994,0,593.755,4,4,0
68122,0,230.757,10,6,0
68378,0,2617.115,8,6,1
68506,0,361.592,4,3,0
68634,0,453.4,6,3,0
68762,0,20.192,2,1,0
69018,0,11.145,2,1,1
69146,0,703.581,13,12,0
69274,0,104.503,2,2,0
69402,0,243.075,4,4,0
69658,0,728.386,11,10,0
69786,0,81.286,2,2,0
69914,0,43.747,2,1,1
70042,0,803.692,9,7,0
70298,0,61.701,3,2,0
70426,0,186.9,4,3,0
70554,0,96.62,2,1,0
