session,sales,duration,clicks,items,buy
16,0,771.466,3,1,0
144,0,498.608,8,7,0
272,0,257.504,3,3,0
528,0,1791.582,17,17,0
656,0,692.821,9,5,1
784,0,57.858,4,4,0
912,0,268.151,4,4,0
1168,0,28.434,2,1,0
1296,0,0.0,1,1,0
1424,0,38.931,2,1,0
1552,0,0.0,1,1,0
1808,0,641.108,3,2,0
1936,0,165.536,3,3,0
2064,0,22.191,2,1,0
2192,0,112.574,3,2,0
2448,0,481.796,7,7,0
2576,0,80.592,2,2,0
2704,0,417.824,13,12,0
2832,0,170.944,3,2,0
3088,0,42.567,2,1,0
3216,0,0.0,1,1,0
3344,0,76.77,3,2,0
3472,0,458.851,3,3,0
3728,0,529.661,6,6,0
3856,0,1217.856,6,6,0
3984,0,105.305,2,2,0
4112,0,1368.974,10,9,0
4368,0,1144.943,5,1,0
4496,0,697.003,3,3,0
4624,0,111.385,2,2,0
4752,0,1152.468,10,7,0
5008,0,503.221,2,2,0
5136,0,1620.122,3,2,1
5264,0,300.059,4,3,0
5392,0,442.81,2,1,0
5648,0,447.368,3,2,0
5776,0,114.589,2,2,0
5904,0,603.933,7,7,0
6032,0,197.712,2,1,0
6288,0,142.228,3,3,0
6416,0,641.456,2,1,0
6544,0,99.244,3,3,0
6672,0,21.162,2,2,0
6928,0,118.742,2,2,0
7056,0,315.442,3,2,0
7184,0,84.045,2,2,0
7312,0,557.214,5,3,0
7568,0,432.71,3,3,0
7696,0,232.452,2,1,0
7824,0,20.338,2,1,0
7952,0,0.0,1,1,0
8208,0,450.687,9,6,0
8336,0,529.936,2,1,0
8464,0,162.302,3,1,0
8592,0,1309.141,11,4,0
8848,0,803.801,2,2,0
8976,0,49.131,3,3,0
9104,0,298.386,3,2,0
9232,0,182.742,3,2,0
9488,0,31.855,2,2,0
9616,0,182.62,2,2,0
9744,0,2411.523,3,1,0
9872,0,343.615,4,4,0
10128,0,234.008,2,2,0
10256,0,99.83,2,2,0
10384,0,178.902,4,4,0
10512,0,58.734,2,1,0
10768,0,199.547,4,3,0
10896,0,100.671,3,3,0
11024,0,65.087,2,2,0
11152,0,27.275,2,2,0
11408,0,0.0,1,1,0
11536,0,182.072,2,2,0
11664,0,3581.031,4,3,0
11792,0,23.139,2,2,0
12048,0,0.0,1,1,0
12176,0,1702.002,4,4,0
12304,0,89.157,4,2,0
12432,0,22.041,2,2,0
12688,0,49.049,3,3,0
12816,0,2.672,2,1,0
12944,0,6392.36,27,25,0
13072,0,486.403,16,15,0
13328,0,86.799,3,1,0
13456,0,113.062,3,3,0
13584,0,70.105,2,1,0
13712,0,581.993,10,9,0
13968,0,140.105,3,3,0
14096,0,368.175,3,2,0
14224,0,11.727,2,2,0
14352,0,84.052,5,1,0
14608,0,81.802,2,2,0
14736,0,289.81,2,2,0
14864,0,158.066,4,4,0
14992,0,199.062,2,2,0
15248,0,673.751,3,2,0
15376,0,60.184,2,2,0
15504,0,889.966,14,6,0
15632,0,139.368,4,4,0
15888,0,181.45,4,4,0
16016,0,122.03,4,3,0
16144,0,838.262,3,3,0
16272,0,45.306,2,2,0
16528,0,83.402,3,2,1
16656,0,0.0,1,1,0
16784,0,511.386,4,3,0
16912,0,662.002,4,3,0
17168,0,122.973,3,2,0
17296,0,38.307,2,2,0
17424,0,147.578,2,1,0
17552,0,14.959,2,1,0
17808,0,17.178,2,1,1
17936,0,35.417,2,2,0
18064,0,2896.891,10,7,0
18192,0,1296.406,3,2,0
18448,0,80.029,4,2,0
18576,0,1245.187,28,10,0
18704,0,206.952,4,4,0
18832,0,310.958,3,3,0
19088,0,120.933,2,2,0
19216,0,29.179,2,1,0
19344,0,331.21,2,2,0
19472,0,344.557,3,3,0
19728,0,533.848,12,10,0
19856,0,802.376,9,4,0
19984,0,37.993,2,2,0
20112,0,257.585,3,3,0
20368,0,96.196,2,1,0
20496,0,90.207,2,1,1
20624,0,289.808,2,2,0
20752,0,434.171,2,2,0
21008,0,128.919,5,1,0
21136,0,119.215,2,2,0
21264,0,43.938,2,2,0
21392,0,54.488,4,4,0
21648,0,301.846,4,2,0
21776,0,301.476,4,3,0
21904,0,0.0,1,1,0
22032,0,1339.606,3,3,0
22288,0,1.699,2,2,0
22416,0,1794.121,3,1,0
22544,0,103.635,2,2,0
22672,0,111.043,5,3,1
22928,0,389.774,3,1,0
23056,0,18.32,2,2,0
23184,0,69.077,2,1,1
23312,0,374.694,5,4,0
23568,0,0.0,1,1,0
23696,0,184.64,4,4,0
23824,0,173.073,3,2,0
23952,0,612.973,5,4,0
24208,0,6670.012,23,12,0
24336,0,76.813,4,2,0
24464,0,5.635,2,1,0
24592,0,141.171,2,2,0
24848,0,3435.914,2,2,0
24976,0,731.567,4,1,0
25104,0,230.631,3,3,0
25232,0,586.938,7,2,1
25488,0,207.691,3,2,0
25616,0,381.946,3,3,0
25744,0,1044.983,3,3,0
25872,0,51.191,2,2,0
26128,0,108.052,5,4,0
26256,0,84.797,3,3,0
26384,0,29.446,2,1,0
26512,0,17.642,2,2,0
26768,0,675.327,12,10,0
26896,0,1046.829,4,4,0
27024,0,33.106,2,2,0
27152,0,0.0,1,1,0
27408,0,121.433,3,3,0
27536,0,504.684,3,3,0
27664,0,31.283,2,2,0
27792,0,327.005,2,2,0
28048,0,322.985,6,4,0
28176,0,813.508,4,1,0
28304,0,297.717,4,4,0
28432,0,0.0,1,1,0
28688,0,83.577,3,3,0
28816,0,284.543,5,5,0
28944,0,381.357,3,1,0
29072,0,296.608,2,1,0
29328,0,34.776,2,2,0
29456,0,376.265,4,3,0
29584,0,1649.237,13,6,1
29712,0,61.889,6,2,0
29968,0,582.615,9,7,0
30096,0,2.506,2,1,0
30224,0,138.589,3,2,0
30352,0,1141.587,13,11,0
30608,0,25.645,5,5,0
30736,0,1586.851,6,6,0
30864,0,29.774,2,1,1
30992,0,129.079,3,3,0
31248,0,73.113,2,2,0
31376,0,2550.59,34,34,0
31504,0,64.322,5,1,0
31632,0,1094.307,9,9,0
31888,0,185.221,3,2,0
32016,0,99.262,3,2,0
32144,0,539.23,4,4,0
32272,0,150.724,2,2,0
32528,0,0.0,1,1,0
32656,0,28.09,2,2,0
32784,0,20.917,3,1,0
32912,0,194.977,4,3,0
33168,0,1419.183,5,4,0
33296,0,2.249,2,1,0
33424,0,263.953,3,3,0
33552,0,181.128,4,4,0
33808,0,100.859,2,2,0
33936,0,552.895,2,1,0
34064,0,7.828,2,2,0
34192,0,40.254,2,2,0
34448,0,110.782,3,3,0
34576,0,73.776,3,2,0
34704,0,40.772,2,1,0
34832,0,3143.252,2,2,0
35088,0,308.733,2,2,0
35216,0,3422.858,12,2,0
35344,0,58.919,4,2,0
35472,0,172.054,3,3,0
35728,0,194.015,3,2,0
35856,0,87.393,3,3,0
35984,0,74.305,4,2,0
36112,0,420.655,7,6,0
36368,0,105.618,3,2,1
36496,0,173.871,2,2,0
36624,0,73.812,3,2,0
36752,0,47.418,2,1,0
37008,0,86.764,4,3,0
37136,0,255.847,4,4,0
37264,0,35.913,2,2,0
37392,0,296.98,2,2,0
37648,0,624.101,13,7,0
37776,0,3079.662,3,3,0
37904,0,112.194,3,2,0
38032,0,116.393,2,2,0
38288,0,78.119,2,2,0
38416,0,0.0,1,1,0
38544,0,361.637,2,2,0
38672,0,125.528,4,2,0
38928,0,1191.521,4,3,0
39056,0,1411.328,8,7,0
39184,0,174.151,2,2,0
39312,0,300.919,3,3,0
39568,0,80.493,2,2,0
39696,0,139.342,2,1,0
39824,0,90.711,2,2,0
39952,0,13.643,2,2,0
40208,0,1337.297,4,3,0
40336,0,96.974,4,3,1
40464,0,455.477,7,7,0
40592,0,0.0,1,1,0
40848,0,5.97,2,2,0
40976,0,16.647,2,2,0
41104,0,613.039,6,6,0
41232,0,644.574,9,6,0
41488,0,104.226,4,3,0
41616,0,96.406,2,2,0
41744,0,37.742,2,2,0
41872,0,225.715,7,4,0
42128,0,77.237,2,2,0
42256,0,729.397,6,6,0
42384,0,865.45,3,2,0
42512,0,33.391,2,2,0
42768,0,9.243,2,2,0
42896,0,1149.79,8,3,1
43024,0,93.857,2,1,0
43152,0,233.511,3,2,0
43408,0,475.184,2,2,0
43536,0,79.694,2,2,0
43664,0,747.753,8,8,0
43792,0,17.445,2,2,0
44048,0,94.807,2,1,0
44176,0,91.274,4,4,0
44304,0,220.35,4,2,0
44432,0,2.983,2,1,0
44688,0,1000.147,17,17,0
44816,0,867.559,15,12,0
44944,0,3823.16,8,8,0
45072,0,251.159,4,4,0
45328,0,744.708,8,8,0
45456,0,0.0,1,1,0
45584,0,247.062,5,5,0
45712,0,0.0,1,1,0
45968,0,268.767,3,2,0
46096,0,58.884,3,2,0
46224,0,165.972,3,3,0
46352,0,640.982,8,8,0
46608,0,356.186,2,2,0
46736,0,0.0,1,1,0
46864,0,310.486,3,3,0
46992,0,365.866,8,4,1
47248,0,282.459,4,4,0
47376,0,278.612,3,3,0
47504,0,91.503,3,3,0
47632,0,189.173,4,3,0
47888,0,3.094,5,5,0
48016,0,0.0,1,1,0
48144,0,184.213,2,2,0
48272,0,15.29,2,2,0
48528,0,0.765,5,5,0
48656,0,99.307,4,4,0
48784,0,38.854,2,1,0
48912,0,75.003,3,3,0
49168,0,373.19,3,3,0
49296,0,66.358,2,1,0
49424,0,421.049,15,4,0
49552,0,146.922,6,4,0
49808,0,281.763,7,7,0
49936,0,120.098,2,2,0
50064,0,11.312,2,1,0
50192,0,377.898,4,4,0
50448,0,149.301,3,3,0
50576,0,0.0,1,1,0
50704,0,0.0,1,1,0
50832,0,205.758,4,1,1
51088,0,1358.978,26,26,0
51216,0,0.0,1,1,0
51344,0,178.136,2,1,0
51472,0,124.075,2,2,0
51728,0,57.113,2,1,0
51856,0,525.043,8,7,0
51984,0,88.296,2,2,0
52112,0,255.422,7,4,0
52368,0,611.693,5,3,0
52496,0,38.762,2,2,0
52624,0,969.962,10,5,0
52752,0,33.923,4,4,0
53008,0,255.485,4,4,0
53136,0,5.822,2,1,0
53264,0,387.485,16,16,0
53392,0,65.879,2,2,0
53648,0,87.753,2,2,0
53776,0,115.511,2,2,0
53904,0,116.711,2,2,0
54032,0,209.284,2,2,0
54288,0,131.139,2,2,0
54416,0,175.972,7,3,0
54544,0,11.42,2,1,0
54672,0,275.901,3,3,0
54928,0,100.437,3,3,0
55056,0,166.209,2,2,0
55184,0,27.885,2,2,0
55312,0,62.865,3,3,0
55568,0,119.131,2,2,0
55696,0,0.0,1,1,0
55824,0,2.603,2,1,0
55952,0,739.785,3,3,0
56208,0,570.039,3,2,0
56336,0,129.359,3,3,0
56464,0,103.741,3,2,0
56592,0,85.647,4,1,0
56848,0,620.55,8,8,0
56976,0,143.421,3,2,0
57104,0,1979.324,2,2,0
57232,0,159.428,4,4,0
57488,0,666.842,5,4,0
57616,0,159.63,3,3,0
57744,0,176.991,3,3,0
57872,0,9.337,2,2,0
58128,0,48.242,2,2,0
58256,0,657.684,8,7,0
58384,0,399.062,6,6,0
58512,0,497.367,2,2,0
58768,0,333.655,4,3,0
58896,0,218.249,4,3,0
59024,0,3838.36,15,1,0
59152,0,68.918,2,2,0
59408,0,496.359,6,5,0
59536,0,3662.251,3,2,1
59664,0,0.002,3,3,0
59792,0,1189.574,6,3,0
60048,0,342.785,4,1,0
60176,0,124.013,3,2,0
60304,0,196.175,4,2,0
60432,0,687.645,5,3,0
60688,0,427.002,4,2,0
60816,0,184.94,4,4,0
60944,0,1360.499,3,3,0
61072,0,14.58,2,2,0
61328,0,166.443,2,2,0
61456,0,50.183,2,2,0
61584,0,122.106,3,3,0
61712,0,73.111,2,2,0
61968,0,623.685,2,1,0
62096,0,62.86,2,2,0
62224,0,153.926,3,2,0
62352,0,750.655,8,3,1
62608,0,132.415,2,2,0
62736,0,4781.508,7,5,0
62864,0,0.27,2,1,0
62992,0,721.924,10,7,0
63248,0,323.794,3,3,0
