session,sales,duration,clicks,items,buy
153,0,475.258,4,3,0
281,0,11.228,2,2,0
409,0,232.1,2,2,0
537,0,46.027,2,2,0
793,0,2.681,2,1,0
921,0,43.279,2,2,0
1049,0,279.129,2,2,0
1177,0,330.286,3,3,0
1433,0,51.48,2,2,0
1561,0,1773.186,7,7,0
1689,0,1323.819,12,10,0
1817,0,496.197,2,1,0
2073,0,713.597,6,5,0
2201,0,2390.273,11,5,0
2329,0,0.0,1,1,0
2457,0,550.265,3,2,0
2713,0,86.567,2,2,0
2841,0,364.595,5,5,0
2969,0,157.071,3,3,0
3097,0,479.996,7,7,0
3353,0,71.047,2,2,0
3481,0,65.948,4,4,0
3609,0,22.594,4,3,0
3737,0,307.692,6,2,0
3993,0,638.314,6,6,0
4121,0,32.598,2,2,0
4249,0,12.941,2,2,0
4377,0,1416.546,13,4,0
4633,0,68.251,2,2,0
4761,0,94.122,4,1,1
4889,0,32.134,2,2,0
5017,0,79.914,3,2,0
5273,0,296.399,3,3,0
5401,0,252.586,2,2,0
5529,0,45.63,2,2,0
5657,0,4168.008,11,9,0
5913,0,233.249,5,3,0
6041,0,5604.754,19,8,0
6169,0,148.888,2,2,0
6297,0,396.233,2,2,0
6553,0,21.05,2,2,0
6681,0,970.771,10,9,0
6809,0,95.224,2,2,0
6937,0,427.86,4,3,0
7193,0,59.815,2,2,0
7321,0,1050.489,11,11,0
7449,0,496.187,5,3,0
7577,0,42.816,2,2,0
7833,0,327.713,3,1,0
7961,0,1713.043,10,2,0
8089,0,0.0,1,1,0
8217,0,2.942,2,1,0
8473,0,1046.948,3,2,0
8601,0,42.576,2,2,0
8729,0,60.985,2,2,0
8857,0,659.677,5,3,0
9113,0,63.521,2,2,0
9241,0,1917.345,4,4,0
9369,0,143.91,2,1,0
9497,0,299.808,6,5,0
9753,0,380.249,2,1,0
9881,0,47.556,3,1,1
10009,0,1799.967,17,11,0
10137,0,128.287,2,2,0
10393,0,0.0,1,1,0
10521,0,53.87,2,1,0
10649,0,53.358,2,2,0
10777,0,136.855,2,2,0
11033,0,524.936,6,6,0
11161,0,500.983,2,2,0
11289,0,175.122,3,2,0
11417,0,134.767,2,2,0
11673,0,73.251,2,2,0
11801,0,219.813,2,2,0
11929,0,41.149,3,3,0
12057,0,0.0,1,1,0
12313,0,771.969,7,6,0
12441,0,99.179,2,2,0
12569,0,80.256,3,2,0
12697,0,283.167,8,3,0
12953,0,43.551,2,2,0
13081,0,142.945,3,3,0
13209,0,67.468,2,1,0
13337,0,7.141,2,1,0
13593,0,58.0,2,2,0
13721,0,626.405,14,11,1
13849,0,487.505,2,2,0
13977,0,284.835,3,1,0
14233,0,483.287,11,4,0
14361,0,19.247,2,2,0
14489,0,135.646,5,2,0
14617,0,706.501,2,2,0
14873,0,54.079,2,2,0
15001,0,425.165,3,3,0
15129,0,0.0,1,1,0
15257,0,120.333,2,2,0
15513,0,208.254,3,3,0
15641,0,452.758,6,6,0
15769,0,8.287,2,2,0
15897,0,690.281,14,8,1
16153,0,27.504,3,2,0
16281,0,3550.045,21,10,0
16409,0,445.753,3,3,0
16537,0,76.331,2,2,0
16793,0,138.815,2,2,0
16921,0,524.352,5,4,0
17049,0,105.769,2,1,0
17177,0,0.0,1,1,0
17433,0,112.104,3,3,0
17561,0,611.676,3,3,0
17689,0,474.0,3,3,0
17817,0,6.605,2,1,0
18073,0,0.0,1,1,0
18201,0,10.308,2,2,0
18329,0,73.242,2,2,0
18457,0,1373.487,9,8,0
18713,0,302.832,9,3,1
18841,0,533.348,11,4,0
18969,0,117.647,2,2,0
19097,0,30.165,2,1,0
19353,0,0.0,1,1,0
19481,0,101.584,2,2,0
19609,0,372.929,3,3,0
19737,0,28.259,2,1,0
19993,0,256.639,2,1,0
20121,0,160.334,2,2,0
20249,0,49.695,2,2,0
20377,0,223.162,3,2,0
20633,0,815.634,2,1,0
20761,0,0.0,1,1,0
20889,0,1167.392,2,1,0
21017,0,0.0,1,1,0
21273,0,461.862,4,3,0
21401,0,150.794,3,1,0
21529,0,166.873,2,2,0
21657,0,58.424,2,1,0
21913,0,0.0,1,1,0
22041,0,182.739,3,3,0
22169,0,539.098,6,3,1
22297,0,276.538,4,4,0
22553,0,12.724,2,2,0
22681,0,337.174,7,7,0
22809,0,9.462,2,2,0
22937,0,147.748,5,5,0
23193,0,2728.88,4,4,0
23321,0,953.324,19,19,0
23449,0,706.552,7,7,0
23577,0,541.814,3,3,0
23833,0,193.474,4,3,0
23961,0,285.797,2,2,0
24089,0,0.0,1,1,0
24217,0,196.079,6,4,0
24473,0,19.294,2,1,1
24601,0,444.987,3,1,0
24729,0,596.454,14,6,0
24857,0,75.445,3,1,0
25113,0,60.113,2,2,0
25241,0,153.687,3,3,0
25369,0,7.022,2,2,0
25497,0,564.134,6,6,0
25753,0,121.343,2,2,0
25881,0,258.622,4,4,0
26009,0,1550.804,11,8,0
26137,0,60.347,2,1,0
26393,0,136.779,3,3,0
26521,0,110.414,2,2,0
26649,0,749.708,3,1,0
26777,0,385.238,7,4,0
27033,0,66.579,2,1,0
27161,0,455.871,2,2,0
27289,0,702.923,3,3,0
27417,0,36.793,2,2,0
27673,0,672.045,3,2,0
27801,0,193.694,4,3,0
27929,0,237.29,3,1,0
28057,0,563.973,15,13,0
28313,0,270.858,4,4,0
28441,0,446.235,11,4,1
28569,0,292.607,5,5,0
28697,0,181.029,4,2,1
28953,0,29.159,2,2,0
29081,0,301.154,4,2,0
29209,0,543.729,3,2,1
29337,0,509.019,2,2,0
29593,0,121.17,3,3,0
29721,0,0.0,1,1,0
29849,0,3499.813,22,20,0
29977,0,280.074,4,3,0
30233,0,270.811,4,3,0
30361,0,766.606,5,5,0
30489,0,577.429,2,2,0
30617,0,119.599,3,3,0
30873,0,652.085,2,2,0
31001,0,603.804,4,4,0
31129,0,651.205,5,5,0
31257,0,14.557,2,1,0
31513,0,200.116,3,3,0
31641,0,232.959,6,3,0
31769,0,473.923,3,2,0
31897,0,237.983,2,2,0
32153,0,281.486,2,2,0
32281,0,199.51,4,2,0
32409,0,99.492,2,2,0
32537,0,592.741,3,3,0
32793,0,54.713,2,1,1
32921,0,152.879,4,4,0
33049,0,185.267,4,3,0
33177,0,145.675,4,4,0
33433,0,3612.367,4,4,0
33561,0,65.463,3,2,0
33689,0,20.807,2,2,0
33817,0,35.941,2,2,0
34073,0,15.324,2,1,0
34201,0,631.227,4,4,0
34329,0,463.122,2,2,0
34457,0,1.655,2,1,0
34713,0,58.603,2,1,0
34841,0,307.444,5,5,0
34969,0,1845.428,12,8,1
35097,0,33.185,2,2,0
