session,sales,duration,clicks,items,buy
13,0,184.63,3,2,0
141,0,51.335,2,2,0
269,0,207.979,5,4,0
397,0,826.354,19,12,0
653,0,328.772,11,5,0
781,0,626.971,4,2,0
909,0,211.982,2,2,0
1037,0,714.727,10,8,0
1293,0,147.255,3,2,0
1421,0,0.0,1,1,0
1549,0,109.28,2,1,0
1677,0,680.924,7,5,0
1933,0,457.397,6,4,0
2061,0,1.783,2,1,0
2189,0,0.0,1,1,0
2317,0,956.682,3,3,0
2573,0,27.143,2,2,0
2701,0,22.854,2,2,0
2829,0,0.0,1,1,0
2957,0,122.256,3,1,1
3213,0,3570.554,5,4,0
3341,0,5496.06,30,9,0
3469,0,28.878,2,2,0
3597,0,0.0,1,1,0
3853,0,0.069,2,2,0
3981,0,40.958,2,2,0
4109,0,104.387,2,2,0
4237,0,664.656,4,4,0
4493,0,241.59,8,4,0
4621,0,267.439,9,4,0
4749,0,134.726,4,2,1
4877,0,439.017,6,3,0
5133,0,300.695,3,3,0
5261,0,275.316,2,1,0
5389,0,338.497,7,7,0
5517,0,31.702,2,2,0
5773,0,22.578,2,2,0
5901,0,554.875,10,4,0
6029,0,778.404,2,2,0
6157,0,356.465,8,2,0
6413,0,8.26,2,2,0
6541,0,428.334,5,5,0
6669,0,512.677,3,2,0
6797,0,277.334,4,4,0
7053,0,0.0,1,1,0
7181,0,817.94,10,8,0
7309,0,132.001,2,2,0
7437,0,0.0,1,1,0
7693,0,2.137,2,2,0
7821,0,0.0,1,1,0
7949,0,13.444,2,2,0
8077,0,236.544,3,2,0
8333,0,558.721,7,6,0
8461,0,515.081,2,2,0
8589,0,53.935,2,2,0
8717,0,47.534,2,1,0
8973,0,127.971,2,2,0
9101,0,479.315,2,2,0
9229,0,295.893,4,2,0
9357,0,85.129,2,2,0
9613,0,49.159,2,2,0
9741,0,1050.701,2,1,0
9869,0,222.546,3,2,0
9997,0,312.89,4,3,0
10253,0,30.026,3,1,0
10381,0,48.907,2,2,0
10509,0,0.0,1,1,0
10637,0,89.421,3,2,0
10893,0,710.004,5,5,0
11021,0,1198.046,4,3,0
11149,0,342.576,11,3,0
11277,0,45.519,3,1,0
11533,0,94.359,2,2,0
11661,0,99.928,5,5,0
11789,0,195.088,3,3,0
11917,0,329.425,3,2,0
12173,0,325.526,7,5,0
12301,0,262.442,3,1,0
12429,0,298.899,2,2,0
12557,0,0.0,1,1,0
12813,0,58.068,2,2,0
12941,0,453.672,5,4,0
13069,0,98.867,3,3,0
13197,0,201.167,2,1,0
13453,0,298.768,2,2,0
13581,0,36.101,2,2,0
13709,0,167.883,5,2,0
13837,0,35.328,2,2,0
14093,0,269.513,5,5,0
14221,0,263.281,4,3,0
14349,0,215.177,3,2,0
14477,0,1535.209,8,6,0
14733,0,180.509,4,3,0
14861,0,62.746,3,1,0
14989,0,22.512,3,2,0
15117,0,225.71,2,1,0
15373,0,324.814,3,3,0
15501,0,1323.222,3,1,0
15629,0,57.376,2,2,0
15757,0,74.292,2,2,0
16013,0,98.87,3,1,0
16141,0,84.339,3,3,0
16269,0,0.0,1,1,0
16397,0,286.816,3,3,0
16653,0,249.055,2,1,1
16781,0,259.336,2,2,0
16909,0,653.522,7,3,0
17037,0,0.0,1,1,0
17293,0,1598.263,14,9,0
17421,0,224.639,2,2,0
17549,0,766.68,10,6,0
17677,0,64.261,3,3,0
17933,0,259.426,3,3,0
18061,0,3.403,2,1,0
18189,0,501.133,6,5,0
18317,0,60.403,2,2,0
18573,0,104.718,2,2,0
18701,0,59.844,3,3,0
18829,0,275.716,5,2,0
18957,0,0.0,1,1,0
19213,0,2339.016,6,3,0
19341,0,758.526,10,8,0
19469,0,112.032,2,2,0
19597,0,19.582,2,2,0
19853,0,221.302,2,2,0
19981,0,23.666,2,2,0
20109,0,51.981,3,3,0
20237,0,318.735,3,3,0
20493,0,948.901,5,3,0
20621,0,1336.441,9,8,0
20749,0,909.492,2,1,0
20877,0,18.53,2,2,0
21133,0,215.431,3,3,0
21261,0,226.487,2,2,0
21389,0,57.213,2,2,0
21517,0,198.47,4,4,0
21773,0,53.645,2,2,0
21901,0,74.848,2,1,0
22029,0,100.544,3,2,0
22157,0,0.0,1,1,0
22413,0,540.003,4,4,0
22541,0,506.812,7,2,1
22669,0,89.75,2,2,0
22797,0,271.081,2,2,0
23053,0,122.147,2,2,0
23181,0,11.713,2,2,0
23309,0,93.874,3,2,0
23437,0,105.291,4,2,0
23693,0,1712.339,12,7,1
23821,0,59.237,2,1,1
23949,0,361.218,2,1,0
24077,0,253.983,5,4,0
24333,0,1410.833,5,3,0
24461,0,20.171,2,2,0
24589,0,231.332,6,3,0
24717,0,220.515,3,2,0
24973,0,326.071,4,4,0
25101,0,72.901,2,2,0
25229,0,111.799,3,1,0
25357,0,79.599,2,2,0
25613,0,1778.132,9,2,0
25741,0,0.0,1,1,0
25869,0,465.261,3,3,0
25997,0,532.242,3,3,0
26253,0,110.503,3,3,0
26381,0,190.856,5,2,1
26509,0,172.59,5,5,0
26637,0,2408.451,5,4,0
26893,0,158.167,2,1,1
27021,0,98.346,3,3,0
27149,0,38.468,2,1,0
27277,0,64.103,3,1,0
27533,0,64.129,2,2,0
27661,0,1740.104,3,2,0
27789,0,163.223,2,2,0
27917,0,18.777,2,2,0
28173,0,136.433,2,2,0
28301,0,431.742,3,3,0
28429,0,65.724,2,2,0
28557,0,95.092,2,1,0
28813,0,32.827,2,2,0
28941,0,100.578,2,1,0
29069,0,55.827,2,2,0
29197,0,76.247,6,2,0
29453,0,234.398,8,8,0
29581,0,563.205,2,2,0
29709,0,671.454,16,7,0
29837,0,92.7,2,2,0
30093,0,953.151,15,11,0
30221,0,276.498,6,4,0
30349,0,270.188,5,3,0
30477,0,1.739,2,1,0
30733,0,1003.857,9,5,0
30861,0,18.278,2,2,0
30989,0,1152.887,18,8,0
31117,0,650.134,6,4,0
31373,0,229.334,12,3,1
31501,0,539.556,8,6,0
31629,0,377.382,4,4,0
31757,0,20.158,2,2,0
32013,0,178.605,2,1,0
32141,0,79.998,2,1,0
32269,0,381.108,5,5,0
32397,0,2776.542,10,7,0
32653,0,256.728,3,1,0
32781,0,25.247,2,1,0
32909,0,58.323,3,3,0
33037,0,518.883,2,1,0
33293,0,100.75,2,2,0
33421,0,1103.737,2,2,0
33549,0,277.621,7,7,0
33677,0,0.0,1,1,0
33933,0,91.37,2,2,0
34061,0,181.04,2,1,1
34189,0,23.175,3,1,0
34317,0,0.0,1,1,0
34573,0,381.617,2,2,0
34701,0,70.063,2,2,0
34829,0,186.834,4,4,0
34957,0,116.922,4,4,0
35213,0,0.0,1,1,0
35341,0,21.912,2,2,0
35469,0,263.621,4,4,0
35597,0,582.032,9,1,1
35853,0,153.316,3,3,0
35981,0,148.294,2,1,0
36109,0,466.037,4,4,0
36237,0,80.574,2,2,0
36493,0,167.559,2,2,0
36621,0,15.109,2,1,0
36749,0,463.693,4,3,0
36877,0,0.0,1,1,0
37133,0,404.643,6,3,0
37261,0,78.196,2,1,0
37389,0,149.755,4,2,0
37517,0,147.589,3,3,0
37773,0,182.361,4,1,1
37901,0,52.981,2,2,0
38029,0,162.082,3,3,0
38157,0,147.53,2,1,0
38413,0,141.421,2,1,1
38541,0,70.796,2,2,0
38669,0,157.72,4,3,0
38797,0,2745.368,2,1,0
39053,0,499.632,2,1,0
39181,0,0.0,1,1,0
39309,0,0.0,1,1,0
39437,0,1.397,2,1,0
39693,0,470.676,6,4,0
39821,0,50.974,2,2,0
39949,0,63.851,2,1,0
40077,0,566.028,12,12,0
40333,0,750.799,4,2,0
40461,0,641.352,2,1,1
40589,0,0.0,1,1,0
40717,0,390.042,6,4,1
40973,0,24.039,2,2,0
41101,0,51.026,4,4,0
41229,0,168.994,2,2,0
41357,0,0.0,1,1,0
41613,0,190.029,4,2,0
41741,0,4046.586,12,9,1
41869,0,225.475,3,2,0
41997,0,277.252,6,6,0
42253,0,421.472,2,2,0
42381,0,128.79,5,5,0
42509,0,368.912,2,2,0
42637,0,317.167,2,2,0
42893,0,910.648,7,7,0
43021,0,23.312,2,2,0
43149,0,538.083,4,3,0
43277,0,732.695,6,2,0
43533,0,741.591,5,3,0
43661,0,487.333,2,2,0
43789,0,1044.434,10,9,0
43917,0,128.127,3,3,0
44173,0,1180.95,7,6,0
44301,0,683.573,3,1,0
44429,0,506.704,8,4,0
44557,0,549.866,5,5,0
44813,0,2096.258,14,8,1
44941,0,176.766,3,3,0
45069,0,42.621,2,2,0
45197,0,48.351,2,2,0
45453,0,237.527,2,1,0
45581,0,186.649,3,2,0
45709,0,337.324,4,2,0
45837,0,554.738,2,2,0
46093,0,43.777,2,2,0
46221,0,87.81,3,3,0
46349,0,1.444,2,1,0
46477,0,770.902,2,2,0
46733,0,232.992,4,3,0
46861,0,615.913,3,2,0
46989,0,1375.973,4,4,0
47117,0,445.052,6,6,0
47373,0,131.485,4,3,0
47501,0,9.425,2,2,0
47629,0,381.426,14,13,0
47757,0,268.996,4,2,0
48013,0,2583.128,4,2,1
48141,0,262.376,5,3,0
