item_id,clicks,total_income,quantity,avg_price,percentage
214507331,13517,414612.0,132.0,3141.0,0.9765480506029444
214507365,1673,15022.0,95.0,158.1263157894737,5.678421996413628
214507385,726,8176.0,277.0,29.51624548736462,38.15426997245179
214507387,738,8244.0,370.0,22.28108108108108,50.135501355013545
214507408,489,4800.0,98.0,48.97959183673469,20.040899795501023
214507415,1033,8460.0,100.0,84.6,9.68054211035818
214507447,1010,9072.0,240.0,37.8,23.762376237623762
214507492,2268,14085.0,138.0,102.06521739130434,6.084656084656085
214507500,5,,,,
214507556,592,6260.0,86.0,72.79069767441861,14.527027027027026
214507610,780,7106.0,336.0,21.148809523809526,43.07692307692308
214507708,563,4382.0,90.0,48.68888888888889,15.985790408525755
214507802,380,5170.0,59.0,87.62711864406779,15.526315789473685
214507955,1,,,,
214508027,513,2977.0,157.0,18.961783439490446,30.60428849902534
214508225,251,5161.0,134.0,38.514925373134325,53.38645418326693
214508237,639,,,,
214508244,640,6240.0,286.0,21.818181818181817,44.6875
214508287,18528,171544.0,250.0,686.176,1.3493091537132988
214508291,89,,,,
214508304,2299,27084.0,63.0,429.9047619047619,2.74032187907786
214508308,1858,32940.0,91.0,361.97802197802196,4.897739504843918
214508321,543,47019.0,1.0,47019.0,0.1841620626151013
214508347,606,50228.0,25.0,2009.12,4.125412541254125
214508375,404,,,,
214508377,926,0.0,0.0,0.0,0.0
214508379,1302,65869.0,1.0,65869.0,0.07680491551459294
214508432,981,,,,
214508439,479,10677.0,12.0,889.75,2.5052192066805845
214508475,2091,18029.0,239.0,75.43514644351464,11.429937828790052
214508488,109,0.0,0.0,0.0,0.0
214508497,69,,,,
214508503,106,,,,
214508512,10,,,,
214508531,640,37386.0,3.0,12462.0,0.46875
214508535,601,2336.0,62.0,37.67741935483871,10.316139767054908
214508555,277,2090.0,19.0,110.0,6.859205776173286
214508557,350,39564.0,14.0,2826.0,4.0
214508563,3665,56223.0,21.0,2677.285714285714,0.572987721691678
214508570,449,,,,
214508576,492,6596.0,1.0,6596.0,0.20325203252032523
214508585,1146,75392.0,8.0,9424.0,0.6980802792321117
214508842,55,,,,
214508852,2255,53931.0,1.0,53931.0,0.044345898004434586
214508855,924,,,,
214508942,10990,5490912.0,189.0,29052.444444444445,1.7197452229299364
214508962,3,,,,
214508964,836,46809.0,3.0,15603.0,0.3588516746411483
214508998,206,,,,
214509000,4996,878878.0,77.0,11414.0,1.5412329863891112
214509002,2300,141360.0,15.0,9424.0,0.6521739130434783
214509005,3,,,,
214509007,14,,,,
214509013,26147,4235956.0,56.0,75642.07142857143,0.21417371017707576
214509032,6,,,,
214509035,7081,158859.0,3.0,52953.0,0.042366897330885465
214509037,501,52150.0,3.0,17383.333333333332,0.5988023952095809
214509039,3572,136556.0,6.0,22759.333333333332,0.16797312430011196
214509041,2859,542450.0,23.0,23584.782608695652,0.8044770898915705
214509047,5,,,,
214509054,23,,,,
214509071,1406,42412.0,1.0,42412.0,0.07112375533428165
214509073,2191,0.0,0.0,0.0,0.0
214509082,2700,,,,
214509084,19641,1834513.0,180.0,10191.738888888889,0.9164502825721704
214509086,150,,,,
214509090,853,11414.0,1.0,11414.0,0.11723329425556857
214509110,35,,,,
214509125,4341,65338.0,13.0,5026.0,0.2994701681640175
214509127,1513,6276.0,4.0,1569.0,0.2643754130865829
214509133,2398,0.0,0.0,0.0,0.0
214509135,1569,9940.0,5.0,1988.0,0.3186743148502231
214509142,2681,8376.0,2.0,4188.0,0.07459903021260723
214509144,2678,53397.0,17.0,3141.0,0.6348020911127707
214509148,4748,72864.0,26.0,2802.4615384615386,0.5475989890480202
214509152,2974,36640.0,12.0,3053.3333333333335,0.4034969737726967
214509155,2054,17586.0,8.0,2198.25,0.3894839337877313
214509157,897,14656.0,4.0,3664.0,0.4459308807134894
214509161,1449,20416.0,3.0,6805.333333333333,0.2070393374741201
214509163,1169,33504.0,4.0,8376.0,0.3421727972626176
214509174,821,6072.0,4.0,1518.0,0.48721071863580995
214509176,479,0.0,0.0,0.0,0.0
214509178,381,0.0,0.0,0.0,0.0
214509195,812,6910.0,2.0,3455.0,0.24630541871921183
214509206,613,7850.0,5.0,1570.0,0.8156606851549755
214509219,37,,,,
214509260,3495,1224594.0,6.0,204099.0,0.17167381974248927
214509262,117,,,,
214509264,172,0.0,0.0,0.0,0.0
214509266,174,0.0,0.0,0.0,0.0
214509270,129,0.0,0.0,0.0,0.0
214509296,332,7535.0,4.0,1883.75,1.2048192771084338
214509298,118,0.0,0.0,0.0,0.0
214509300,179,16332.0,6.0,2722.0,3.35195530726257
214509305,116,6696.0,4.0,1674.0,3.4482758620689653
214509307,206,5650.0,4.0,1412.5,1.9417475728155338
214509311,44,1884.0,3.0,628.0,6.8181818181818175
214509320,299,26379.0,10.0,2637.9,3.3444816053511706
214509328,80,0.0,0.0,0.0,0.0
214509339,19,,,,
214509341,49,0.0,0.0,0.0,0.0
214509345,54,,,,
214509350,18,,,,
214509352,63,0.0,0.0,0.0,0.0
214509356,125,3978.0,2.0,1989.0,1.6
214509358,78,3036.0,1.0,3036.0,1.282051282051282
214509365,115,2092.0,1.0,2092.0,0.8695652173913043
214509373,11,,,,
214509384,36,,,,
214509397,166,,,,
214509399,3525,28795.0,5.0,5759.0,0.14184397163120568
214509401,14066,798973.0,393.0,2033.0101781170483,2.793971278259633
214509403,3167,27745.0,5.0,5549.0,0.15787811809283234
214509407,49,,,,
214509517,384,41783.0,1.0,41783.0,0.26041666666666663
214509519,701,,,,
214509525,1619,13986.0,57.0,245.3684210526316,3.5206917850525015
214509527,337,5180.0,17.0,304.70588235294116,5.044510385756676
214509530,547,,,,
214509540,35,,,,
214509549,29,1256.0,2.0,628.0,6.896551724137931
214509555,57,,,,
214509557,24,,,,
214509560,15,,,,
214509568,18,,,,
214509570,82,0.0,0.0,0.0,0.0
214509572,237,4080.0,5.0,816.0,2.109704641350211
214509583,30,,,,
214509585,20,,,,
214509587,76,2720.0,2.0,1360.0,2.631578947368421
214509590,75,0.0,0.0,0.0,0.0
214509592,93,2093.0,1.0,2093.0,1.0752688172043012
214509600,296,2617.0,1.0,2617.0,0.33783783783783783
214509602,43,,,,
214509605,34,0.0,0.0,0.0,0.0
214509607,63,0.0,0.0,0.0,0.0
214509615,95,0.0,0.0,0.0,0.0
214509620,36,,,,
214509624,27,,,,
214509630,46,837.0,1.0,837.0,2.1739130434782608
214509632,54,941.0,1.0,941.0,1.8518518518518516
214509635,67,0.0,0.0,0.0,0.0
214509637,56,3138.0,3.0,1046.0,5.357142857142857
214509639,249,3762.0,6.0,627.0,2.4096385542168677
214509641,51,0.0,0.0,0.0,0.0
214509647,182,,,,
214509650,241,0.0,0.0,0.0,0.0
214509654,116,0.0,0.0,0.0,0.0
214509656,82,4816.0,2.0,2408.0,2.4390243902439024
214509658,75,5234.0,2.0,2617.0,2.666666666666667
214509660,91,,,,
214509662,34,,,,
214509665,66,2512.0,1.0,2512.0,1.5151515151515151
214509671,26,,,,
214509673,56,3141.0,1.0,3141.0,1.7857142857142856
214509677,41,,,,
214509688,30,,,,
214509690,55,2512.0,1.0,2512.0,1.8181818181818181
214509695,32,,,,
214509699,91,5024.0,3.0,1674.6666666666667,3.296703296703297
214509701,130,7536.0,3.0,2512.0,2.307692307692308
214509705,26,,,,
214509707,83,,,,
214509710,40,,,,
214509712,56,,,,
214509714,36,,,,
214509720,57,0.0,0.0,0.0,0.0
214509725,97,0.0,0.0,0.0,0.0
214509727,55,,,,
214509729,62,0.0,0.0,0.0,0.0
214509731,135,2198.0,1.0,2198.0,0.7407407407407408
214509735,101,0.0,0.0,0.0,0.0
214509737,128,10048.0,4.0,2512.0,3.125
214509742,37,,,,
214509746,40,2826.0,1.0,2826.0,2.5
214509748,63,5444.0,2.0,2722.0,3.1746031746031744
214509750,783,4892.0,68.0,71.94117647058823,8.684546615581098
214509752,141,2303.0,1.0,2303.0,0.7092198581560284
214509759,57,5444.0,2.0,2722.0,3.508771929824561
214509763,62,2512.0,2.0,1256.0,3.225806451612903
214509767,84,,,,
214509774,39,,,,
214509776,245,,,,
214509778,45,6282.0,2.0,3141.0,4.444444444444445
214509780,45,2512.0,1.0,2512.0,2.2222222222222223
214509785,58,0.0,0.0,0.0,0.0
214509787,1530,51825.0,17.0,3048.529411764706,1.1111111111111112
214509793,31,,,,
214509795,415,4083.0,1.0,4083.0,0.24096385542168677
214509797,268,0.0,0.0,0.0,0.0
214509800,353,,,,
214509830,3749,160200.0,18.0,8900.0,0.480128034142438
214509838,84,,,,
214509842,2770,113888.0,32.0,3559.0,1.1552346570397112
214509845,5211,216144.0,16.0,13509.0,0.3070427940894262
214509855,898,12462.0,1.0,12462.0,0.11135857461024498
214509857,32,,,,
214509860,137,,,,
214509864,900,31384.0,15.0,2092.266666666667,1.6666666666666667
214509870,2721,210797.0,12.0,17566.416666666668,0.4410143329658214
214509872,173,,,,
214509877,121,2556.0,34.0,75.17647058823529,28.09917355371901
214509881,58,836.0,4.0,209.0,6.896551724137931
214509911,152,502.0,1.0,502.0,0.6578947368421052
214509920,307,2256.0,18.0,125.33333333333333,5.863192182410423
214509939,150,4392.0,43.0,102.13953488372093,28.666666666666668
214509977,63,,,,
214509980,187,1464.0,26.0,56.30769230769231,13.903743315508022
214509982,73,1464.0,4.0,366.0,5.47945205479452
214509984,200,5124.0,15.0,341.6,7.5
214510007,34,,,,
214510044,9234,2391093.0,177.0,13509.0,1.916829109811566
214510048,242,14028.0,7.0,2004.0,2.8925619834710745
214510057,122,5862.0,2.0,2931.0,1.639344262295082
214510070,814,58632.0,14.0,4188.0,1.71990171990172
214510074,1604,24185.0,7.0,3455.0,0.4364089775561097
214510089,668,4921.0,2.0,2460.5,0.29940119760479045
214510091,996,14239.0,2.0,7119.5,0.2008032128514056
214510106,17,,,,
214510108,241,5235.0,1.0,5235.0,0.4149377593360996
214510110,21,,,,
214510115,2,,,,
214510117,2310,20839.0,1.0,20839.0,0.04329004329004329
214510205,531,10996.0,1.0,10996.0,0.18832391713747645
214510207,297,,,,
214510209,422,8376.0,2.0,4188.0,0.47393364928909953
214510215,229,43968.0,6.0,7328.0,2.6200873362445414
214510220,10,,,,
214510445,28310,10840334.0,1328.0,8162.902108433735,4.690921935711763
214510447,5618,1456164.0,117.0,12445.846153846154,2.082591669633321
214510449,3249,207552.0,14.0,14825.142857142857,0.43090181594336713
214510451,3466,512806.0,32.0,16025.1875,0.9232544720138488
214510455,2452,90792.0,3.0,30264.0,0.12234910277324632
214510460,3845,724176.0,268.0,2702.1492537313434,6.970091027308192
214510575,268,,,,
214510689,2892,95924.0,5.0,19184.8,0.17289073305670816
214510700,2282,511658.0,14.0,36547.0,0.6134969325153374
214510712,75,6276.0,6.0,1046.0,8.0
214510727,91,2092.0,2.0,1046.0,2.197802197802198
214510730,125,5649.0,3.0,1883.0,2.4
214510732,40,,,,
214510738,2990,408369.0,39.0,10471.0,1.3043478260869565
214510740,382,,,,
214510742,16,,,,
214510755,2329,83766.0,10.0,8376.6,0.42936882782310004
214510757,4445,350745.0,82.0,4277.378048780488,1.844769403824522
214510772,1292,34348.0,2.0,17174.0,0.15479876160990713
214510775,2752,110346.0,45.0,2452.133333333333,1.6351744186046513
214510777,875,76424.0,17.0,4495.529411764706,1.9428571428571426
214510779,584,3105.0,82.0,37.86585365853659,14.04109589041096
214510781,1589,74861.0,11.0,6805.545454545455,0.6922592825676527
214510783,5744,188440.0,40.0,4711.0,0.6963788300835655
214510785,1858,95274.0,12.0,7939.5,0.6458557588805167
214510802,1507,87336.0,6.0,14556.0,0.3981420039814201
214510805,1183,112249.0,11.0,10204.454545454546,0.9298393913778529
214510820,3039,75379.0,9.0,8375.444444444445,0.29615004935834155
214510854,6290,1011123.0,97.0,10423.948453608247,1.5421303656597773
214510873,169,,,,
214510875,1400,80109.0,5.0,16021.8,0.35714285714285715
214511006,167,2196.0,4.0,549.0,2.3952095808383236
214511015,6409,341311.0,83.0,4112.180722891566,1.295053830550788
214511047,836,92145.0,10.0,9214.5,1.1961722488038278
214511053,190,3138.0,8.0,392.25,4.2105263157894735
214511055,102,4705.0,9.0,522.7777777777778,8.823529411764707
214511057,79,2720.0,6.0,453.3333333333333,7.59493670886076
214511060,112,0.0,0.0,0.0,0.0
214511062,284,1360.0,1.0,1360.0,0.35211267605633806
214511068,248,1254.0,5.0,250.8,2.0161290322580645
214511070,1319,71820.0,15.0,4788.0,1.1372251705837757
214511072,1015,48367.0,11.0,4397.0,1.083743842364532
214511075,924,80412.0,14.0,5743.714285714285,1.5151515151515151
214511085,325,,,,
214511092,555,9422.0,5.0,1884.4,0.9009009009009009
214511102,162,1674.0,1.0,1674.0,0.6172839506172839
214511109,146,2302.0,2.0,1151.0,1.36986301369863
214511111,187,3664.0,1.0,3664.0,0.53475935828877
214511113,53,,,,
214511115,93,1151.0,1.0,1151.0,1.0752688172043012
214511117,640,38528.0,17.0,2266.3529411764707,2.65625
214511120,141,2930.0,2.0,1465.0,1.4184397163120568
214511152,202,0.0,0.0,0.0,0.0
214511195,219,3348.0,2.0,1674.0,0.91324200913242
214511199,263,,,,
214511201,274,,,,
214511265,66,1046.0,1.0,1046.0,1.5151515151515151
214511319,180,5860.0,4.0,1465.0,2.2222222222222223
214511334,49,,,,
214511375,141,,,,
214511402,13,9947.0,1.0,9947.0,7.6923076923076925
214511465,2820,466992.0,52.0,8980.615384615385,1.8439716312056738
214511488,1479,52350.0,12.0,4362.5,0.8113590263691683
214511501,1423,83760.0,19.0,4408.421052631579,1.3352073085031624
214511664,826,45656.0,4.0,11414.0,0.48426150121065376
214511696,3199,608280.0,84.0,7241.428571428572,2.62582056892779
214511743,35,10471.0,1.0,10471.0,2.857142857142857
214511790,338,0.0,0.0,0.0,0.0
214511803,1455,252833.0,49.0,5159.857142857143,3.3676975945017182
214511816,203,6282.0,1.0,6282.0,0.49261083743842365
214511840,195,5235.0,1.0,5235.0,0.5128205128205128
214511852,530,56544.0,6.0,9424.0,1.1320754716981132
214511870,407,83768.0,8.0,10471.0,1.9656019656019657
